[0.0015621185302734375, 0.0015615701675415039, 0.0015589237213134766, 0.0017543237213134766, 0.006248927116394043, 0.0015583038330078125, 0.003121352195739746, 0.004686832427978516, 0.004688453674316406, 0.0062466621398925785, 0.031222605705261232, 0.04997973442077637, 0.06874096393585205, 0.10154714584350585, 0.1390306234359741, 0.16715216636657715, 0.21555442810058595]
[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000, 2000, 2500, 3000, 3500, 4000, 4500, 5000]

[0.0015637397766113282, 0.0015620708465576172, 0.00468597412109375, 0.0031238079071044924, 0.004686093330383301, 0.007808613777160645, 0.01249840259552002, 0.015613722801208495, 0.015622615814208984, 0.02188138961791992, 0.07966954708099365, 0.12185416221618653, 0.17651717662811278, 0.24212586879730225, 0.3046041250228882, 0.41083526611328125, 0.49665906429290774]
[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000, 2000, 2500, 3000, 3500, 4000, 4500, 5000]

[0.001565265655517578, 0.0015619277954101562, 0.0, 0.007804393768310547, 0.006250238418579102, 0.010934042930603027, 0.014061522483825684, 0.021879029273986817, 0.026549291610717774, 0.028122258186340333, 0.11872551441192628, 0.18277270793914796, 0.2594789743423462, 0.36730763912200926, 0.509056806564331, 0.5963552951812744, 0.7951277732849121]
[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000, 2000, 2500, 3000, 3500, 4000, 4500, 5000]

[0.0015641450881958008, 0.0, 0.004690122604370117, 0.006249094009399414, 0.0078104972839355465, 0.012497878074645996, 0.018750929832458497, 0.023439693450927734, 0.031236553192138673, 0.032798361778259275, 0.1327828884124756, 0.20619730949401854, 0.3030331373214722, 0.4162739753723145, 0.5811004400253296, 0.7873118877410888, 0.9502784490585328]
[100, 200, 300, 400, 500, 600, 700, 800, 900, 1000, 2000, 2500, 3000, 3500, 4000, 4500, 5000]
